"edad","sexo","nrodepen","fonopart","fonolab","autovaluo","esaval","tieneaval","antiguedad","tiporenta","dpto","morosidad"
62,"M",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
62,"F",2,"Si","Si","Si","No","No",33,"Fijo","Lima","No Moroso"
62,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
62,"F",1,"Si","Si","No","Si","No",33,"Fijo","Lima","Moroso"
62,"F",1,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
62,"M",1,"Si","Si","No","No","No",33,"Fijo","Lima","Moroso"
62,"F",0,"Si","No","No","Si","No",33,"Fijo","Lima","No Moroso"
62,"M",0,"Si","Si","Si","No","No",33,"Fijo","Lima","No Moroso"
62,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
62,"M",0,"No","Si","No","No","No",33,"Fijo","Lima","No Moroso"
63,"F",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
63,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
63,"F",3,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
63,"F",2,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
63,"M",1,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
63,"F",1,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
63,"M",1,"Si","No","No","Si","No",33,"Fijo","Lima","Moroso"
63,"F",1,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
63,"F",0,"Si","No","No","No","Si",33,"Fijo","Lima","No Moroso"
63,"F",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
63,"M",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
63,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
63,"F",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
63,"F",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
63,"F",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
63,"M",0,"Si","No","No","Si","No",33,"Fijo","Lima","No Moroso"
64,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
64,"F",5,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
64,"F",5,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
64,"M",5,"No","Si","No","No","No",33,"Fijo","Lima","Moroso"
64,"F",4,"No","Si","Si","No","No",33,"Fijo","Lima","Moroso"
64,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
64,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
64,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
64,"F",2,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
64,"F",1,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
64,"M",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
64,"F",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
64,"F",0,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
64,"F",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
64,"F",0,"No","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
64,"F",0,"Si","Si","No","No","Si",33,"Fijo","Lima","No Moroso"
65,"M",5,"Si","Si","No","No","No",33,"Fijo","Lima","Moroso"
65,"F",5,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"F",5,"Si","Si","No","No","No",33,"Fijo","Lima","Moroso"
65,"F",4,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
65,"M",2,"Si","Si","No","Si","Si",33,"Fijo","Lima","No Moroso"
65,"M",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"M",1,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
65,"F",1,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
65,"F",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
65,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"M",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"M",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
65,"F",0,"No","Si","No","No","No",33,"Fijo","Lima","No Moroso"
66,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
66,"M",5,"Si","Si","No","No","No",33,"Fijo","Lima","Moroso"
66,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
66,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
66,"M",4,"Si","No","No","No","Si",33,"Fijo","Lima","Moroso"
66,"F",3,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
66,"M",2,"Si","No","No","Si","No",33,"Fijo","Lima","Moroso"
66,"F",2,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
66,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
66,"F",2,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
66,"F",1,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
66,"F",1,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
66,"F",1,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
66,"F",1,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
66,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
66,"F",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
66,"F",0,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
66,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
66,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
67,"F",5,"Si","Si","No","Si","Si",33,"Fijo","Lima","Moroso"
67,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
67,"F",4,"No","No","Si","No","No",33,"Fijo","Lima","Moroso"
67,"F",3,"Si","Si","No","No","Si",33,"Fijo","Lima","No Moroso"
67,"F",3,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
67,"F",2,"Si","No","No","No","Si",33,"Fijo","Lima","No Moroso"
67,"F",2,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
67,"F",1,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
67,"F",1,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
67,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
67,"M",0,"Si","Si","No","Si","Si",33,"Fijo","Lima","No Moroso"
67,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
67,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
67,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",4,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
68,"F",4,"No","No","No","Si","No",33,"Fijo","Lima","Moroso"
68,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",1,"Si","No","No","Si","No",33,"Fijo","Lima","No Moroso"
68,"F",1,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"M",1,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
68,"F",1,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",1,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
68,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",0,"Si","No","No","Si","No",33,"Fijo","Lima","No Moroso"
68,"M",0,"Si","Si","No","No","Si",33,"Fijo","Lima","No Moroso"
68,"M",0,"Si","No","Si","No","No",33,"Fijo","Lima","No Moroso"
68,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",0,"No","Si","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
68,"F",0,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
69,"F",5,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",5,"Si","No","No","Si","Si",33,"Fijo","Lima","Moroso"
69,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
69,"F",5,"Si","Si","No","Si","No",33,"Fijo","Lima","Moroso"
69,"F",5,"No","Si","No","No","No",33,"Fijo","Lima","Moroso"
69,"F",3,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",2,"Si","No","Si","Si","Si",33,"Fijo","Lima","No Moroso"
69,"M",2,"No","No","No","Si","No",33,"Fijo","Lima","No Moroso"
69,"F",1,"Si","No","No","Si","Si",33,"Fijo","Lima","No Moroso"
69,"M",1,"Si","Si","No","Si","Si",33,"Fijo","Lima","No Moroso"
69,"F",1,"Si","Si","No","Si","No",33,"Fijo","Lima","No Moroso"
69,"F",1,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",1,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",1,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"M",1,"No","Si","No","No","No",33,"Fijo","Lima","No Moroso"
69,"M",1,"Si","Si","No","No","Si",33,"Fijo","Lima","No Moroso"
69,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",0,"Si","Si","No","No","Si",33,"Fijo","Lima","No Moroso"
69,"M",0,"Si","Si","No","Si","Si",33,"Fijo","Lima","No Moroso"
69,"M",0,"No","No","No","No","Si",33,"Fijo","Lima","No Moroso"
69,"M",0,"Si","No","No","Si","No",33,"Fijo","Lima","No Moroso"
69,"F",0,"Si","No","Si","No","No",33,"Fijo","Lima","No Moroso"
69,"F",0,"No","Si","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",0,"Si","No","No","Si","No",33,"Fijo","Lima","No Moroso"
69,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"M",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
69,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
71,"F",5,"Si","No","No","Si","No",33,"Fijo","Lima","Moroso"
71,"F",5,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
71,"F",4,"Si","No","No","Si","Si",33,"Fijo","Lima","Moroso"
71,"F",4,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
72,"F",5,"Si","No","No","Si","No",33,"Fijo","Lima","Moroso"
72,"F",5,"Si","Si","No","No","No",33,"Fijo","Lima","Moroso"
72,"F",5,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
72,"F",5,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
72,"F",4,"Si","No","No","Si","No",33,"Fijo","Lima","Moroso"
73,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
73,"M",5,"Si","No","No","No","Si",33,"Fijo","Lima","Moroso"
73,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
73,"F",2,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
73,"F",1,"Si","No","Si","No","No",33,"Fijo","Lima","No Moroso"
73,"F",1,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
73,"F",0,"Si","Si","No","Si","Si",33,"Fijo","Lima","No Moroso"
73,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
73,"F",0,"No","Si","No","No","No",33,"Fijo","Lima","No Moroso"
73,"M",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
73,"F",0,"Si","No","Si","No","Si",33,"Fijo","Lima","No Moroso"
73,"F",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
73,"M",0,"Si","No","Si","No","No",33,"Fijo","Lima","No Moroso"
73,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
73,"M",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
73,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
73,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
73,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
74,"M",5,"Si","Si","No","No","Si",33,"Fijo","Lima","Moroso"
74,"F",5,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
74,"F",4,"No","No","No","Si","Si",33,"Fijo","Lima","Moroso"
74,"F",3,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
74,"F",1,"No","Si","No","No","No",33,"Fijo","Lima","Moroso"
74,"F",1,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
74,"F",1,"Si","No","No","Si","No",33,"Fijo","Lima","No Moroso"
74,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
74,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
74,"F",0,"Si","Si","No","No","Si",33,"Fijo","Lima","No Moroso"
74,"M",0,"No","Si","Si","Si","Si",33,"Fijo","Lima","No Moroso"
74,"M",0,"Si","Si","No","Si","Si",33,"Fijo","Lima","No Moroso"
74,"F",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
74,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
74,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
74,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
74,"F",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
74,"M",0,"Si","Si","Si","No","No",33,"Fijo","Lima","No Moroso"
75,"F",5,"Si","No","No","Si","No",33,"Fijo","Lima","Moroso"
75,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
75,"F",5,"No","No","No","No","No",33,"Fijo","Lima","Moroso"
75,"M",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
75,"F",5,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
75,"F",5,"Si","No","No","Si","No",33,"Fijo","Lima","Moroso"
75,"F",4,"Si","Si","No","Si","No",33,"Fijo","Lima","Moroso"
75,"F",4,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"F",3,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"F",1,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"M",1,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
75,"F",1,"No","No","No","Si","No",33,"Fijo","Lima","No Moroso"
75,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"F",0,"Si","Si","No","No","No",33,"Fijo","Lima","No Moroso"
75,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"F",0,"No","Si","No","No","No",33,"Fijo","Lima","No Moroso"
75,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"M",0,"Si","No","No","No","Si",33,"Fijo","Lima","No Moroso"
75,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"F",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
75,"M",0,"No","No","No","No","No",33,"Fijo","Lima","No Moroso"
76,"F",1,"No","Si","No","No","Si",33,"Fijo","Lima","No Moroso"
76,"M",0,"Si","No","No","No","No",33,"Fijo","Lima","No Moroso"
76,"M",0,"No","Si","No","No","No",33,"Fijo","Lima","No Moroso"
77,"F",4,"Si","No","No","No","No",33,"Fijo","Lima","Moroso"
23,"F",2,"Si","No","No","No","No",32,"Fijo","Lima","No Moroso"
42,"F",2,"Si","Si","No","Si","Si",32,"Fijo","Lima","No Moroso"
44,"F",3,"No","No","No","No","Si",32,"Fijo","Lima","No Moroso"
50,"F",1,"Si","Si","No","Si","No",32,"Fijo","Lima","Moroso"
52,"M",3,"No","Si","No","No","Si",32,"Fijo","Lima","No Moroso"
54,"F",0,"No","Si","No","Si","No",32,"Fijo","Lima","No Moroso"
55,"M",5,"Si","Si","No","No","Si",32,"Fijo","Lima","No Moroso"
55,"F",5,"No","No","No","Si","Si",32,"Fijo","Lima","Moroso"
55,"F",5,"Si","Si","No","No","No",32,"Fijo","Lima","Moroso"
55,"M",5,"Si","No","No","Si","No",32,"Fijo","Lima","Moroso"
55,"M",4,"Si","Si","No","No","No",32,"Fijo","Lima","Moroso"
55,"F",3,"No","Si","No","No","No",32,"Fijo","Lima","No Moroso"
56,"F",2,"Si","Si","No","Si","Si",32,"Fijo","Lima","No Moroso"
56,"F",1,"Si","No","Si","No","No",32,"Variable","Lima","No Moroso"
57,"M",3,"Si","Si","No","No","Si",32,"Fijo","Lima","No Moroso"
57,"F",0,"Si","Si","No","No","Si",32,"Fijo","Lima","No Moroso"
57,"M",0,"Si","Si","No","No","Si",32,"Fijo","Lima","No Moroso"
58,"F",0,"No","No","No","Si","No",32,"Fijo","Lima","No Moroso"
59,"F",2,"No","No","No","Si","No",32,"Fijo","Lima","Moroso"
59,"F",0,"Si","Si","No","Si","Si",32,"Fijo","Lima","No Moroso"
60,"M",0,"Si","No","No","No","No",32,"Fijo","Lima","No Moroso"
60,"M",0,"No","No","No","Si","No",32,"Fijo","Lima","No Moroso"
61,"F",4,"No","Si","No","Si","No",32,"Fijo","Lima","Moroso"
61,"F",1,"Si","No","No","Si","No",32,"Fijo","Lima","No Moroso"
61,"F",1,"No","No","No","No","No",32,"Fijo","Lima","No Moroso"
63,"F",5,"No","Si","No","No","No",32,"Fijo","Lima","Moroso"
63,"M",5,"No","No","No","Si","Si",32,"Fijo","Lima","Moroso"
63,"F",1,"No","No","No","No","No",32,"Fijo","Lima","No Moroso"
64,"F",5,"No","Si","No","No","No",32,"Fijo","Lima","Moroso"
64,"F",5,"Si","No","No","Si","Si",32,"Fijo","Lima","Moroso"
64,"F",1,"Si","Si","Si","No","Si",32,"Fijo","Lima","No Moroso"
64,"F",0,"No","No","No","Si","No",32,"Fijo","Lima","No Moroso"
65,"F",3,"No","No","No","No","No",32,"Fijo","Lima","No Moroso"
65,"M",0,"Si","Si","No","No","Si",32,"Fijo","Lima","No Moroso"
67,"F",4,"Si","No","Si","Si","Si",32,"Fijo","Lima","Moroso"
68,"F",2,"No","No","No","Si","No",32,"Fijo","Lima","Moroso"
68,"F",1,"No","No","Si","Si","No",32,"Fijo","Lima","No Moroso"
68,"F",0,"Si","No","No","No","No",32,"Fijo","Lima","No Moroso"
69,"F",1,"No","Si","No","No","Si",32,"Fijo","Lima","No Moroso"
69,"M",0,"No","No","No","No","No",32,"Fijo","Lima","No Moroso"
73,"F",4,"No","No","No","Si","Si",32,"Fijo","Lima","Moroso"
75,"F",1,"No","Si","No","Si","Si",32,"Fijo","Lima","No Moroso"
75,"F",1,"No","No","No","No","No",32,"Fijo","Lima","No Moroso"
75,"F",1,"No","Si","No","No","Si",32,"Fijo","Lima","No Moroso"
76,"F",0,"Si","No","No","Si","No",32,"Fijo","Lima","No Moroso"
48,"F",2,"Si","Si","No","Si","Si",31,"Fijo","Lima","No Moroso"
49,"F",4,"No","No","No","No","Si",31,"Fijo","Lima","Moroso"
50,"F",5,"Si","No","No","No","Si",31,"Fijo","Lima","Moroso"
51,"F",2,"Si","No","No","No","Si",31,"Fijo","Lima","No Moroso"
52,"F",2,"No","Si","No","No","No",31,"Fijo","Lima","No Moroso"
53,"M",2,"Si","Si","No","Si","No",31,"Fijo","Lima","No Moroso"
54,"F",1,"Si","Si","No","Si","Si",31,"Fijo","Lima","No Moroso"
55,"F",5,"Si","Si","Si","No","No",31,"Variable","Lima","Moroso"
55,"F",2,"Si","Si","No","Si","No",31,"Fijo","Lima","Moroso"
57,"F",3,"No","Si","No","Si","Si",31,"Fijo","Lima","No Moroso"
57,"F",2,"No","No","No","Si","Si",31,"Fijo","Lima","No Moroso"
57,"F",1,"No","Si","Si","No","No",31,"Variable","Lima","Moroso"
58,"F",2,"Si","Si","Si","No","Si",31,"Fijo","Lima","No Moroso"
58,"F",2,"No","Si","No","No","No",31,"Fijo","Lima","No Moroso"
59,"M",0,"Si","Si","No","Si","Si",31,"Fijo","Lima","No Moroso"
60,"F",4,"Si","Si","No","Si","Si",31,"Fijo","Lima","Moroso"
60,"F",3,"Si","Si","No","Si","Si",31,"Fijo","Lima","No Moroso"
60,"F",0,"No","No","No","Si","No",31,"Fijo","Lima","No Moroso"
63,"M",4,"No","No","Si","Si","No",31,"Variable","Lima","Moroso"
73,"F",1,"Si","Si","No","Si","Si",31,"Fijo","Lima","No Moroso"
73,"F",0,"No","Si","Si","Si","No",31,"Fijo","Lima","No Moroso"
74,"F",5,"No","Si","No","No","No",31,"Variable","Lima","Moroso"
75,"F",1,"Si","Si","No","Si","No",31,"Fijo","Lima","Moroso"
48,"F",4,"Si","Si","No","No","No",30,"Fijo","Lima","Moroso"
48,"F",3,"Si","No","No","No","No",30,"Fijo","Lima","No Moroso"
49,"M",3,"Si","Si","No","Si","Si",30,"Fijo","Lima","No Moroso"
49,"F",1,"Si","Si","No","Si","No",30,"Fijo","Lima","No Moroso"
50,"F",4,"No","Si","Si","No","Si",30,"Fijo","Lima","Moroso"
50,"F",3,"No","Si","No","No","No",30,"Fijo","Lima","No Moroso"
51,"F",2,"No","Si","No","No","No",30,"Fijo","Lima","No Moroso"
51,"F",2,"No","Si","Si","Si","Si",30,"Fijo","Lima","No Moroso"
51,"F",2,"Si","Si","Si","No","No",30,"Variable","Lima","No Moroso"
51,"F",0,"Si","Si","No","No","Si",30,"Fijo","Lima","No Moroso"
51,"F",0,"No","Si","No","No","Si",30,"Fijo","Lima","No Moroso"
52,"F",3,"Si","Si","No","No","No",30,"Fijo","Lima","No Moroso"
52,"F",3,"No","Si","No","No","No",30,"Variable","Lima","No Moroso"
55,"F",5,"Si","Si","No","Si","No",30,"Fijo","Lima","Moroso"
57,"F",0,"Si","Si","No","No","No",30,"Fijo","Lima","No Moroso"
58,"F",2,"Si","Si","No","Si","Si",30,"Fijo","Lima","No Moroso"
59,"M",5,"Si","No","No","No","No",30,"Fijo","Lima","Moroso"
59,"M",0,"No","Si","No","Si","No",30,"Fijo","Lima","No Moroso"
61,"F",3,"No","Si","No","Si","Si",30,"Fijo","Lima","No Moroso"
62,"F",2,"Si","Si","Si","Si","No",30,"Fijo","Lima","No Moroso"
63,"F",1,"Si","No","No","No","Si",30,"Fijo","Lima","No Moroso"
65,"M",0,"No","No","No","No","No",30,"Fijo","Lima","No Moroso"
66,"M",4,"No","No","No","No","No",30,"Variable","Lima","Moroso"
68,"M",5,"No","Si","No","Si","Si",30,"Fijo","Lima","Moroso"
71,"F",5,"No","Si","No","No","No",30,"Fijo","Lima","Moroso"
72,"F",4,"Si","No","No","No","No",30,"Fijo","Lima","Moroso"
45,"M",2,"Si","Si","No","No","No",29,"Fijo","Lima","Moroso"
48,"F",3,"No","Si","No","No","Si",29,"Fijo","Lima","No Moroso"
48,"F",1,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
49,"F",1,"No","Si","No","No","Si",29,"Fijo","Lima","No Moroso"
50,"F",2,"No","Si","No","No","Si",29,"Fijo","Lima","No Moroso"
50,"F",2,"No","Si","No","No","Si",29,"Fijo","Lima","No Moroso"
50,"F",2,"Si","Si","No","No","Si",29,"Fijo","Lima","No Moroso"
50,"F",2,"Si","No","No","No","No",29,"Fijo","Lima","Moroso"
50,"M",1,"Si","Si","No","No","No",29,"Fijo","Lima","Moroso"
51,"M",1,"Si","Si","No","No","Si",29,"Fijo","Lima","No Moroso"
52,"F",4,"Si","Si","No","Si","Si",29,"Fijo","Lima","Moroso"
53,"F",3,"No","No","No","Si","Si",29,"Fijo","Lima","No Moroso"
53,"F",3,"Si","Si","No","Si","No",29,"Fijo","Lima","No Moroso"
53,"F",2,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
53,"M",1,"Si","Si","Si","No","Si",29,"Fijo","Lima","Moroso"
54,"M",5,"No","No","No","No","No",29,"Variable","Lima","Moroso"
54,"F",3,"No","Si","No","Si","Si",29,"Fijo","Lima","No Moroso"
55,"F",1,"Si","Si","No","No","No",29,"Variable","Lima","No Moroso"
57,"F",1,"Si","Si","No","No","No",29,"Fijo","Lima","Moroso"
57,"F",0,"Si","Si","No","Si","No",29,"Fijo","Lima","No Moroso"
59,"F",5,"No","Si","No","No","Si",29,"Fijo","Lima","Moroso"
59,"M",1,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
59,"M",0,"No","No","No","No","No",29,"Variable","Lima","No Moroso"
60,"F",2,"No","No","No","No","No",29,"Variable","Lima","No Moroso"
60,"M",0,"Si","No","No","No","No",29,"Fijo","Lima","No Moroso"
61,"M",5,"Si","Si","No","Si","No",29,"Fijo","Lima","Moroso"
61,"F",3,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
61,"F",3,"No","Si","No","Si","Si",29,"Fijo","Lima","No Moroso"
61,"M",0,"Si","Si","No","No","No",29,"Fijo","Lima","No Moroso"
63,"F",0,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
64,"F",2,"Si","Si","No","No","Si",29,"Fijo","Lima","No Moroso"
65,"F",3,"No","Si","Si","Si","Si",29,"Fijo","Lima","No Moroso"
65,"M",2,"No","No","Si","No","Si",29,"Variable","Lima","No Moroso"
65,"F",1,"Si","Si","No","No","No",29,"Fijo","Lima","No Moroso"
66,"F",0,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
67,"F",5,"No","Si","No","Si","No",29,"Fijo","Lima","Moroso"
67,"F",5,"No","No","No","No","No",29,"Fijo","Lima","Moroso"
67,"F",2,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
68,"F",0,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
74,"F",0,"No","Si","No","No","No",29,"Fijo","Lima","No Moroso"
75,"F",4,"No","No","No","No","No",29,"Fijo","Lima","Moroso"
40,"M",3,"No","No","No","No","No",28,"Fijo","Lima","No Moroso"
42,"M",2,"No","No","No","Si","No",28,"Fijo","Lima","Moroso"
42,"F",0,"No","No","No","No","No",28,"Fijo","Lima","No Moroso"
44,"F",2,"Si","Si","Si","Si","No",28,"Fijo","Lima","No Moroso"
44,"F",1,"Si","Si","No","Si","No",28,"Fijo","Lima","No Moroso"
45,"F",4,"No","Si","No","No","Si",28,"Fijo","Lima","Moroso"
45,"M",2,"Si","Si","No","Si","Si",28,"Fijo","Lima","No Moroso"
46,"F",2,"Si","Si","No","Si","Si",28,"Fijo","Lima","No Moroso"
46,"F",2,"No","Si","No","No","Si",28,"Fijo","Lima","No Moroso"
46,"M",2,"Si","Si","No","No","No",28,"Fijo","Lima","Moroso"
47,"F",1,"No","Si","No","No","No",28,"Fijo","Lima","Moroso"
47,"F",1,"Si","No","Si","No","No",28,"Variable","Lima","No Moroso"
48,"F",5,"Si","Si","No","Si","Si",28,"Fijo","Lima","Moroso"
